FECHA,KITENI,PS#1,PS#2,PS#3,PS#4,FECHA;KITENI;PS#1;PS#2;PS#3;PS#4,Año,Mes,Día,Dia
2006-04-23,0.0,0.0,0.0,0.0,0.0,,2006,4,23,
2006-04-24,0.0,0.0,0.0,0.0,0.0,,2006,4,24,
2006-04-25,3.0,25.0,0.0,0.0,0.0,,2006,4,25,
2006-04-26,2.0,3.0,0.0,0.0,0.0,,2006,4,26,
2006-04-27,3.3,1.6,1.2,0.0,0.0,,2006,4,27,
2006-04-28,0.0,4.0,0.0,0.0,0.0,,2006,4,28,
2006-04-29,0.0,0.0,0.0,0.0,0.0,,2006,4,29,
2006-04-30,0.0,2.0,4.2,0.0,0.0,,2006,4,30,
2006-05-01,0.0,1.4,0.0,0.0,0.0,,2006,5,1,
2006-05-02,9.0,1.2,0.2,0.0,0.0,,2006,5,2,
2006-05-03,10.2,0.8,7.3,0.0,0.0,,2006,5,3,
2006-05-04,0.5,0.4,0.0,0.0,0.0,,2006,5,4,
2006-05-05,0.0,0.0,0.0,0.0,0.0,,2006,5,5,
2006-05-06,0.0,0.0,0.2,0.0,0.0,,2006,5,6,
2006-05-07,21.1,0.0,23.3,0.0,0.0,,2006,5,7,
2006-05-08,20.1,1.0,2.1,0.0,0.0,,2006,5,8,
2006-05-09,5.1,0.0,1.2,0.0,0.0,,2006,5,9,
2006-05-10,0.4,0.0,1.4,0.0,0.0,,2006,5,10,
2006-05-11,1.1,0.1,0.4,0.0,0.0,,2006,5,11,
2006-05-12,0.0,0.0,0.2,0.0,0.0,,2006,5,12,
2006-05-13,0.0,0.0,0.0,0.0,0.0,,2006,5,13,
2006-05-14,0.0,0.0,0.0,0.0,0.0,,2006,5,14,
2006-05-15,0.0,0.0,0.0,0.0,0.0,,2006,5,15,
2006-05-16,0.0,0.0,0.0,0.0,0.0,,2006,5,16,
2006-05-17,0.0,0.0,0.0,0.0,0.0,,2006,5,17,
2006-05-18,0.0,0.0,0.0,0.0,0.0,,2006,5,18,
2006-05-19,0.0,0.0,0.0,0.0,0.0,,2006,5,19,
2006-05-20,0.0,0.1,0.0,0.0,0.0,,2006,5,20,
2006-05-21,0.0,4.3,0.2,0.0,0.0,,2006,5,21,
2006-05-22,0.0,3.0,0.3,0.0,0.0,,2006,5,22,
2006-05-23,0.0,16.5,0.0,0.0,0.0,,2006,5,23,
2006-05-24,0.0,0.0,0.0,0.0,0.0,,2006,5,24,
2006-05-25,0.0,0.0,0.2,0.0,0.0,,2006,5,25,
2006-05-26,0.0,0.0,0.0,0.0,0.0,,2006,5,26,
2006-05-27,0.0,0.0,0.0,0.0,0.0,,2006,5,27,
2006-05-28,0.0,0.0,0.0,0.0,0.0,,2006,5,28,
2006-05-29,0.0,0.0,0.0,0.0,0.0,,2006,5,29,
2006-05-30,0.0,0.0,0.2,0.0,0.0,,2006,5,30,
2006-05-31,0.0,0.0,0.0,0.0,0.0,,2006,5,31,
2006-06-01,4.1,0.0,3.2,0.0,0.0,,2006,6,1,
2006-06-02,0.0,0.0,0.0,0.0,0.0,,2006,6,2,
2006-06-03,1.0,0.0,3.0,0.0,0.0,,2006,6,3,
2006-06-04,1.2,23.7,0.4,0.0,0.0,,2006,6,4,
2006-06-05,0.4,8.4,8.8,0.0,0.0,,2006,6,5,
2006-06-06,0.0,30.4,0.4,0.0,0.0,,2006,6,6,
2006-06-07,22.0,0.1,20.2,0.0,0.0,,2006,6,7,
2006-06-08,25.5,12.5,50.0,0.0,0.0,,2006,6,8,
2006-06-09,0.1,3.3,0.4,0.0,0.0,,2006,6,9,
2006-06-10,0.0,14.3,1.8,0.0,0.0,,2006,6,10,
2006-06-11,0.0,0.8,0.4,0.0,0.0,,2006,6,11,
2006-06-12,4.0,10.5,4.0,0.0,0.0,,2006,6,12,
2006-06-13,1.4,0.3,0.1,0.0,0.0,,2006,6,13,
2006-06-14,1.2,0.3,0.1,0.0,0.0,,2006,6,14,
2006-06-15,0.2,0.2,1.0,0.0,0.0,,2006,6,15,
2006-06-16,9.3,0.0,0.6,0.0,0.0,,2006,6,16,
2006-06-17,0.2,0.3,7.0,0.0,0.0,,2006,6,17,
2006-06-18,0.0,0.2,0.0,0.0,0.0,,2006,6,18,
2006-06-19,0.0,0.2,0.2,0.0,0.0,,2006,6,19,
2006-06-20,0.0,0.2,0.4,0.0,0.0,,2006,6,20,
2006-06-21,0.0,9.3,0.4,0.0,0.0,,2006,6,21,
2006-06-22,30.0,0.3,4.2,0.0,0.0,,2006,6,22,
2006-06-23,2.2,0.7,6.6,0.0,0.0,,2006,6,23,
2006-06-24,18.0,15.3,10.0,0.0,0.0,,2006,6,24,
2006-06-25,0.0,2.4,2.2,0.0,0.0,,2006,6,25,
2006-06-26,0.0,0.1,0.0,0.0,0.0,,2006,6,26,
2006-06-27,0.0,0.0,0.0,0.0,0.0,,2006,6,27,
2006-06-28,0.1,0.8,0.2,0.0,0.0,,2006,6,28,
2006-06-29,0.0,0.1,2.5,0.0,0.0,,2006,6,29,
2006-06-30,0.0,0.2,0.0,0.0,0.0,,2006,6,30,
2006-07-01,0.0,0.0,0.0,0.0,0.0,,2006,7,1,
2006-07-02,0.0,0.0,50.0,0.0,0.0,,2006,7,2,
2006-07-03,0.0,0.4,2.0,0.0,0.0,,2006,7,3,
2006-07-04,0.0,0.0,0.4,0.0,0.0,,2006,7,4,
2006-07-05,0.0,0.0,0.4,0.0,0.0,,2006,7,5,
2006-07-06,0.0,0.3,0.0,0.0,0.0,,2006,7,6,
2006-07-07,0.0,0.2,0.0,0.0,0.0,,2006,7,7,
2006-07-08,0.0,0.0,0.0,0.0,0.0,,2006,7,8,
2006-07-09,0.0,0.1,0.2,0.0,0.0,,2006,7,9,
2006-07-10,0.2,0.2,0.2,0.0,0.0,,2006,7,10,
2006-07-11,0.0,0.2,1.2,0.0,0.0,,2006,7,11,
2006-07-12,0.0,0.1,0.0,0.0,0.0,,2006,7,12,
2006-07-13,0.0,0.0,0.0,0.0,0.0,,2006,7,13,
2006-07-14,0.0,0.4,0.0,0.0,0.0,,2006,7,14,
2006-07-15,1.2,16.4,0.0,0.0,0.0,,2006,7,15,
2006-07-16,1.4,18.4,5.0,0.0,0.0,,2006,7,16,
2006-07-17,0.3,0.3,1.4,0.0,0.0,,2006,7,17,
2006-07-18,0.0,0.0,2.4,0.0,0.0,,2006,7,18,
2006-07-19,0.0,0.2,0.2,0.0,0.0,,2006,7,19,
2006-07-20,0.0,0.0,0.4,0.0,0.0,,2006,7,20,
2006-07-21,0.0,0.0,0.0,0.0,0.0,,2006,7,21,
2006-07-22,0.0,0.0,0.0,0.0,0.0,,2006,7,22,
2006-07-23,0.0,0.0,0.0,0.0,0.0,,2006,7,23,
2006-07-24,0.0,0.0,0.3,0.0,0.0,,2006,7,24,
2006-07-25,0.0,0.0,0.3,0.0,0.0,,2006,7,25,
2006-07-26,10.0,2.3,0.3,0.0,0.0,,2006,7,26,
2006-07-27,0.0,0.0,15.0,0.0,0.0,,2006,7,27,
2006-07-28,6.0,0.0,3.0,0.0,0.0,,2006,7,28,
2006-07-29,2.3,1.0,22.3,0.0,0.0,,2006,7,29,
2006-07-30,2.1,14.2,1.0,0.0,0.0,,2006,7,30,
2006-07-31,4.3,5.2,4.3,0.0,0.0,,2006,7,31,
2006-08-01,0.0,0.0,0.4,0.0,0.0,,2006,8,1,
2006-08-02,0.0,0.0,0.0,0.0,0.0,,2006,8,2,
2006-08-03,0.0,0.0,0.0,0.0,0.0,,2006,8,3,
2006-08-04,0.0,0.0,0.0,0.0,0.0,,2006,8,4,
2006-08-05,0.0,0.0,3.2,0.0,0.0,,2006,8,5,
2006-08-06,0.0,0.0,0.0,0.0,0.0,,2006,8,6,
2006-08-07,0.0,0.0,0.0,0.0,0.0,,2006,8,7,
2006-08-08,0.0,0.0,0.0,0.0,0.0,,2006,8,8,
2006-08-09,0.0,0.0,0.0,0.0,0.0,,2006,8,9,
2006-08-10,0.0,8.0,0.0,0.0,0.0,,2006,8,10,
2006-08-11,0.4,21.0,,0.0,0.0,,2006,8,11,
2006-08-12,0.0,0.0,0.0,0.0,0.0,,2006,8,12,
2006-08-13,1.1,2.2,11.0,0.0,0.0,,2006,8,13,
2006-08-14,0.0,2.0,0.0,0.0,0.0,,2006,8,14,
2006-08-15,0.0,0.0,0.0,0.0,0.0,,2006,8,15,
2006-08-16,0.0,0.0,0.0,0.0,0.0,,2006,8,16,
2006-08-17,0.0,0.2,1.0,0.0,0.0,,2006,8,17,
2006-08-18,10.0,2.0,6.0,0.0,0.0,,2006,8,18,
2006-08-19,0.0,0.0,0.0,0.0,0.0,,2006,8,19,
2006-08-20,2.0,0.0,7.0,0.0,0.0,,2006,8,20,
2006-08-21,0.0,0.0,2.0,0.0,0.0,,2006,8,21,
2006-08-22,0.0,0.0,0.0,0.0,0.0,,2006,8,22,
2006-08-23,33.0,0.0,7.0,0.0,0.0,,2006,8,23,
2006-08-24,0.0,0.0,0.4,0.0,0.0,,2006,8,24,
2006-08-25,0.0,0.0,0.0,0.0,0.0,,2006,8,25,
2006-08-26,4.0,0.0,0.0,0.0,0.0,,2006,8,26,
2006-08-27,4.0,0.0,0.2,0.0,0.0,,2006,8,27,
2006-08-28,0.3,0.0,16.2,0.0,0.0,,2006,8,28,
2006-08-29,3.0,6.2,17.0,0.0,0.0,,2006,8,29,
2006-08-30,10.5,0.0,0.7,0.0,0.0,,2006,8,30,
2006-08-31,16.5,0.0,24.0,0.0,0.0,,2006,8,31,
2006-09-01,1.0,0.0,1.2,0.0,0.0,,2006,9,1,
2006-09-02,1.0,0.0,1.2,0.0,0.0,,2006,9,2,
2006-09-03,0.0,0.0,0.0,0.0,0.0,,2006,9,3,
2006-09-04,0.2,25.0,7.0,0.0,0.0,,2006,9,4,
2006-09-05,58.0,0.0,0.0,0.0,0.0,,2006,9,5,
2006-09-06,0.6,0.0,0.1,0.0,0.0,,2006,9,6,
2006-09-07,0.0,0.0,0.0,0.0,0.0,,2006,9,7,
2006-09-08,0.0,0.0,0.0,0.0,0.0,,2006,9,8,
2006-09-09,0.0,0.0,0.0,0.0,0.0,,2006,9,9,
2006-09-10,0.0,0.0,12.0,0.0,0.0,,2006,9,10,
2006-09-11,0.0,0.0,0.0,0.0,0.0,,2006,9,11,
2006-09-12,0.0,0.0,2.3,0.0,0.0,,2006,9,12,
2006-09-13,0.0,0.0,0.2,0.0,0.0,,2006,9,13,
2006-09-14,1.0,2.8,20.0,0.0,0.0,,2006,9,14,
2006-09-15,0.0,0.0,14.2,0.0,0.0,,2006,9,15,
2006-09-16,0.0,0.0,0.0,0.0,0.0,,2006,9,16,
2006-09-17,0.0,0.0,0.2,0.0,0.0,,2006,9,17,
2006-09-18,0.0,0.0,0.0,0.0,0.0,,2006,9,18,
2006-09-19,0.3,0.0,0.0,0.0,0.0,,2006,9,19,
2006-09-20,0.0,0.0,0.0,0.0,0.0,,2006,9,20,
2006-09-21,14.0,0.0,0.3,0.0,0.0,,2006,9,21,
2006-09-22,2.0,0.0,0.0,0.0,0.0,,2006,9,22,
2006-09-23,0.0,0.0,0.0,0.0,0.0,,2006,9,23,
2006-09-24,0.0,0.0,0.0,0.0,0.0,,2006,9,24,
2006-09-25,41.1,5.0,42.1,0.0,0.0,,2006,9,25,
2006-09-26,2.0,2.0,4.0,0.0,0.0,,2006,9,26,
2006-09-27,0.0,0.0,0.0,0.0,0.0,,2006,9,27,
2006-09-28,0.0,0.0,4.0,0.0,0.0,,2006,9,28,
2006-09-29,0.0,0.0,3.0,0.0,0.0,,2006,9,29,
2006-09-30,0.0,0.0,0.0,0.0,0.0,,2006,9,30,
2006-10-01,0.0,0.0,0.0,0.0,0.0,,2006,10,1,
2006-10-02,0.0,0.0,2.2,0.0,0.0,,2006,10,2,
2006-10-03,0.0,0.0,0.0,0.0,0.0,,2006,10,3,
2006-10-04,0.0,6.0,1.0,0.0,0.0,,2006,10,4,
2006-10-05,0.0,1.0,0.0,0.0,0.0,,2006,10,5,
2006-10-06,0.2,25.8,6.0,0.0,0.0,,2006,10,6,
2006-10-07,0.0,0.0,0.4,0.0,0.0,,2006,10,7,
2006-10-08,0.3,6.4,8.0,0.0,0.0,,2006,10,8,
2006-10-09,0.1,55.3,34.0,0.0,0.0,,2006,10,9,
2006-10-10,0.0,2.5,0.0,0.0,0.0,,2006,10,10,
2006-10-11,0.0,0.0,0.0,0.0,0.0,,2006,10,11,
2006-10-12,0.0,0.0,0.0,0.0,0.0,,2006,10,12,
2006-10-13,7.3,0.0,1.0,0.0,0.0,,2006,10,13,
2006-10-14,0.3,0.0,0.0,0.0,0.0,,2006,10,14,
2006-10-15,0.0,0.0,0.0,0.0,0.0,,2006,10,15,
2006-10-16,3.0,3.0,16.2,0.0,0.0,,2006,10,16,
2006-10-17,31.4,19.5,25.0,0.0,0.0,,2006,10,17,
2006-10-18,0.0,0.0,2.0,0.0,0.0,,2006,10,18,
2006-10-19,0.0,0.0,0.0,0.0,0.0,,2006,10,19,
2006-10-20,4.0,0.0,1.2,0.0,0.0,,2006,10,20,
2006-10-21,34.0,29.2,20.0,0.0,0.0,,2006,10,21,
2006-10-22,0.0,24.2,3.1,0.0,0.0,,2006,10,22,
2006-10-23,0.0,8.0,25.4,0.0,0.0,,2006,10,23,
2006-10-24,0.0,0.3,10.0,0.0,0.0,,2006,10,24,
2006-10-25,5.1,0.0,1.2,0.0,0.0,,2006,10,25,
2006-10-26,0.0,3.2,0.0,0.0,0.0,,2006,10,26,
2006-10-27,14.2,24.0,10.0,0.0,0.0,,2006,10,27,
2006-10-28,0.0,23.0,7.0,0.0,0.0,,2006,10,28,
2006-10-29,3.0,1.3,6.0,0.0,0.0,,2006,10,29,
2006-10-30,0.0,37.3,0.0,0.0,0.0,,2006,10,30,
2006-10-31,8.2,25.0,12.0,0.0,0.0,,2006,10,31,
2006-11-01,0.0,0.0,8.0,0.0,0.0,,2006,11,1,
2006-11-02,2.6,12.0,1.2,0.0,0.0,,2006,11,2,
2006-11-03,0.5,25.8,12.8,0.0,0.0,,2006,11,3,
2006-11-04,0.3,3.0,15.2,0.0,0.0,,2006,11,4,
2006-11-05,1.5,0.1,1.2,0.0,0.0,,2006,11,5,
2006-11-06,0.0,18.6,0.0,0.0,0.0,,2006,11,6,
2006-11-07,11.3,2.2,6.4,0.0,0.0,,2006,11,7,
2006-11-08,16.4,5.5,9.2,0.0,0.0,,2006,11,8,
2006-11-09,0.0,0.0,0.4,0.0,0.0,,2006,11,9,
2006-11-10,18.0,3.5,0.0,0.0,0.0,,2006,11,10,
2006-11-11,44.6,10.5,24.8,0.0,0.0,,2006,11,11,
2006-11-12,0.0,0.0,0.0,0.0,0.0,,2006,11,12,
2006-11-13,0.0,0.0,0.0,0.0,0.0,,2006,11,13,
2006-11-14,2.0,4.3,1.1,0.0,0.0,,2006,11,14,
2006-11-15,0.3,0.0,10.6,0.0,0.0,,2006,11,15,
2006-11-16,0.6,0.0,2.7,0.0,0.0,,2006,11,16,
2006-11-17,5.0,0.0,6.6,0.0,0.0,,2006,11,17,
2006-11-18,2.4,2.3,14.6,0.0,0.0,,2006,11,18,
2006-11-19,33.1,32.4,57.2,0.0,0.0,,2006,11,19,
2006-11-20,0.3,0.0,0.2,0.0,0.0,,2006,11,20,
2006-11-21,0.0,0.3,6.3,0.0,0.0,,2006,11,21,
2006-11-22,71.6,147.0,53.0,0.0,0.0,,2006,11,22,
2006-11-23,0.3,0.0,0.4,0.0,0.0,,2006,11,23,
2006-11-24,0.2,5.0,1.6,0.0,0.0,,2006,11,24,
2006-11-25,3.7,0.0,1.4,0.0,0.0,,2006,11,25,
2006-11-26,6.4,82.0,24.2,0.0,0.0,,2006,11,26,
2006-11-27,0.0,0.0,1.0,0.0,0.0,,2006,11,27,
2006-11-28,0.8,53.8,0.0,0.0,0.0,,2006,11,28,
2006-11-29,0.5,4.3,2.0,0.0,0.0,,2006,11,29,
2006-11-30,26.9,25.6,32.0,0.0,0.0,,2006,11,30,
2006-12-01,33.6,25.5,3.0,0.0,0.0,,2006,12,1,
2006-12-02,0.0,0.0,2.0,0.0,0.0,,2006,12,2,
2006-12-03,28.0,27.5,3.1,0.0,0.0,,2006,12,3,
2006-12-04,0.8,12.3,5.8,0.0,0.0,,2006,12,4,
2006-12-05,0.0,26.3,1.6,0.0,0.0,,2006,12,5,
2006-12-06,0.0,12.5,2.0,0.0,0.0,,2006,12,6,
2006-12-07,0.0,11.3,0.0,0.0,0.0,,2006,12,7,
2006-12-08,30.8,81.3,10.0,0.0,0.0,,2006,12,8,
2006-12-09,7.8,19.3,10.8,0.0,0.0,,2006,12,9,
2006-12-10,0.0,1.0,36.4,0.0,0.0,,2006,12,10,
2006-12-11,28.6,46.3,12.0,0.0,0.0,,2006,12,11,
2006-12-12,0.0,0.0,12.0,0.0,0.0,,2006,12,12,
2006-12-13,0.0,15.2,8.2,0.0,0.0,,2006,12,13,
2006-12-14,0.0,6.0,0.2,0.0,0.0,,2006,12,14,
2006-12-15,3.6,44.2,1.5,0.0,0.0,,2006,12,15,
2006-12-16,0.0,28.4,49.0,0.0,0.0,,2006,12,16,
2006-12-17,0.0,46.05,17.4,0.0,0.0,,2006,12,17,
2006-12-18,0.0,20.02,12.4,0.0,0.0,,2006,12,18,
2006-12-19,17.2,38.03,19.2,0.0,0.0,,2006,12,19,
2006-12-20,0.0,6.42,27.4,0.0,0.0,,2006,12,20,
2006-12-21,8.2,25.0,5.2,0.0,0.0,,2006,12,21,
2006-12-22,4.4,24.5,35.4,0.0,0.0,,2006,12,22,
2006-12-23,2.3,22.04,2.8,0.0,0.0,,2006,12,23,
2006-12-24,6.0,49.7,14.4,0.0,0.0,,2006,12,24,
2006-12-25,4.5,48.4,12.2,0.0,0.0,,2006,12,25,
2006-12-26,12.4,79.0,12.0,0.0,0.0,,2006,12,26,
2006-12-27,5.6,17.83,7.0,0.0,0.0,,2006,12,27,
2006-12-28,0.6,36.3,24.0,0.0,0.0,,2006,12,28,
2006-12-29,2.5,4.0,6.0,0.0,0.0,,2006,12,29,
2006-12-30,0.0,11.0,15.0,0.0,0.0,,2006,12,30,
2006-12-31,1.4,10.2,0.0,0.0,0.0,,2006,12,31,
,,,,,,1/01/2007;10;0;2.2;0;0,0,0,0,
,,,,,,2/01/2007;1.4;0;5.6;0;0,0,0,0,
,,,,,,3/01/2007;4.8;12.1;22;18;0,0,0,0,
,,,,,,4/01/2007;12.4;0.3;25.6;11;0,0,0,0,
,,,,,,5/01/2007;7.2;0;3;6;0,0,0,0,
,,,,,,6/01/2007;13.8;4.6;5.4;2.2;0,0,0,0,
,,,,,,7/01/2007;19.6;0;21.2;0.4;0,0,0,0,
,,,,,,8/01/2007;19.8;25;20;25;0,0,0,0,
,,,,,,9/01/2007;0;7.9;0.1;5.8;0,0,0,0,
,,,,,,10/01/2007;5.6;17.7;29;9.2;0,0,0,0,
,,,,,,11/01/2007;0;30.1;12;2.3;0,0,0,0,
,,,,,,12/01/2007;0;13.7;5;0.3;0,0,0,0,
,,,,,,13/01/2007;24;8.4;5;6.4;0,0,0,0,
,,,,,,14/01/2007;0;8.4;0.3;3.6;0,0,0,0,
,,,,,,15/01/2007;12;24.6;37.4;9.5;0,0,0,0,
,,,,,,16/01/2007;61.1;44;44.3;1.4;0,0,0,0,
,,,,,,17/01/2007;7.1;5.2;7;3.3;0,0,0,0,
,,,,,,18/01/2007;24.8;9;31.3;20.2;0,0,0,0,
,,,,,,19/01/2007;16.6;104.5;31.4;8;0,0,0,0,
,,,,,,20/01/2007;25.6;5.4;23.3;2.1;0,0,0,0,
